XM_012316519.2	LOC100649911
XM_003400614.3	LOC100642739
XM_020866343.1	LOC100642739
XM_012316105.2	LOC100642739
XM_012316106.2	LOC100642862
XM_003400616.3	LOC100642975
XM_020866643.1	LOC100650577
XM_012316107.2	LOC100650701
XM_003400617.3	LOC100643096
XM_012316109.2	LOC100643342
XM_003400619.3	LOC100643342
XM_003400620.3	LOC100643464
XM_003400621.3	LOC100643591
XM_003400623.3	LOC100643826
XM_020866497.1	LOC100643826
XM_003400625.3	LOC100644077
XM_003400624.3	LOC100643953
XM_003400627.3	LOC100644308
XM_003400626.3	LOC100644190
XM_003400629.3	LOC100644499
XM_003400630.3	LOC100644620
XM_012316114.2	LOC100644620
XM_003400632.2	LOC100644862
XM_012316115.2	LOC100644862
XM_012316116.2	LOC100644862
XM_012316117.2	LOC100644862
XM_003400635.3	LOC100645218
XM_003400634.3	LOC100645099
XM_003400598.2	LOC100650937
XM_003400639.3	LOC100645690
XM_003400637.2	LOC100645465
XM_012316118.2	LOC100645346
XM_020866563.1	LOC100645346
XM_012316119.2	LOC100645346
XM_012316121.1	LOC100645574
XR_002308398.1	LOC110119875
XM_012316123.2	LOC100650339
XM_003400515.3	LOC100650457
XM_012316125.2	LOC100650457
XM_012316124.2	LOC100650339
XM_020866564.1	LOC100650339
XM_003400514.3	LOC100650339
XM_020866566.1	LOC100650339
XM_012316122.2	LOC100650576
XM_003400516.3	LOC100650576
XM_012316126.2	LOC100650785
XM_003400518.3	LOC100650785
XM_020866567.1	LOC100650785
XM_003400519.2	LOC100650901
XM_003400520.3	LOC100651018
XM_012316128.2	LOC100651139
XM_003400521.3	LOC100651139
XM_003400522.3	LOC100651262
XM_003400523.3	LOC100651384
XM_020866568.1	LOC100651384
XR_002308399.1	LOC110119177
XM_020866591.1	LOC110119883
XM_003400526.3	LOC100651732
XM_020866569.1	LOC100651732
XM_012316130.2	LOC100651853
XM_003400527.3	LOC100651853
XM_012316131.2	LOC105666460
XM_012316132.2	LOC100651053
XM_003400528.3	LOC100652054
XM_003400529.3	LOC100652173
XM_012316134.2	LOC100652294
XM_012316133.1	LOC100652294
XM_020866448.1	LOC100652294
XM_012316135.1	LOC100652294
XR_002308382.1	LOC110119863
XM_003400536.3	LOC100642818
XM_003400537.3	LOC100642818
XM_020866498.1	LOC100642818
XM_003400531.3	LOC100642263
XM_020866499.1	LOC100642385
XM_003400532.3	LOC100642385
XM_012316138.2	LOC100642385
XM_012316136.2	LOC100642385
XM_003400533.3	LOC100642385
XM_012316137.2	LOC100642385
XM_003400535.3	LOC100642704
XM_003400534.3	LOC100642584
XM_020866501.1	LOC100643297
17777	TRNAG-CCC	
17778	TRNAE-CUC	
XM_003400539.3	LOC100643095
XM_012316142.2	LOC100643095
XM_003400540.3	LOC100643095
XM_012316144.2	LOC100643543
XM_003400543.3	LOC100643543
XM_003400544.2	LOC100643665
XM_012316143.2	LOC100643665
XM_003400545.3	LOC100643782
XM_020866507.1	LOC100643908
XM_020866508.1	LOC100643908
XM_020866505.1	LOC100643908
XM_020866506.1	LOC100643908
XM_020866509.1	LOC110119866
XM_003400548.3	LOC100644147
XR_002308380.1	LOC110119862
XR_002308381.1	LOC110119862
XM_003400549.3	LOC100644268
XM_012316148.2	LOC100644378
XM_012316147.2	LOC100644378
XM_003400550.3	LOC100644378
XM_003400551.3	LOC100644498
XM_012316149.2	LOC100644498
XM_003400552.3	LOC100644619
XM_012316150.2	LOC100644619
XM_012316151.2	LOC100644619
XM_012316152.2	LOC100644619
XR_002308332.1	LOC110119833
XM_020866431.1	LOC100644905
XM_012316155.2	LOC100644905
XM_012316154.2	LOC100644905
XM_012316170.2	LOC100645024
XM_003400554.3	LOC100645024
XM_012316169.2	LOC100645024
XM_012316165.2	LOC100645386
XM_012316167.2	LOC100645386
XM_003400558.3	LOC100645386
XM_003400557.3	LOC100645386
XM_012316168.2	LOC100645386
XM_012316164.2	LOC100645386
XM_012316157.2	LOC100645138
XM_012316158.2	LOC100645138
XM_012316156.2	LOC100646483
XM_003400571.3	LOC100647079
XM_012316174.2	LOC100646007
XM_003400563.3	LOC100646007
XM_012316177.2	LOC100646007
XM_012316175.2	LOC100646007
XM_020866401.1	LOC100646007
XM_012316176.2	LOC100646007
XM_012316171.2	LOC100651297
XM_012316173.2	LOC100651297
XM_003400574.3	LOC100647436
XM_020866403.1	LOC100646602
XM_020866402.1	LOC100646602
XM_020866404.1	LOC100646602
XM_012316179.2	LOC100645809
XM_012316180.2	LOC100645809
XM_012316178.2	LOC100645809
XM_020866405.1	LOC100647313
XM_020866407.1	LOC100647313
XM_020866409.1	LOC100647313
XM_020866408.1	LOC100647313
XM_020866406.1	LOC100647313
XM_020866410.1	LOC100647313
XM_020866412.1	LOC100647313
XM_020866411.1	LOC100647313
XM_020866592.1	LOC100651418
XM_012316183.2	LOC100645573
XM_003400559.3	LOC100645573
XM_003400572.3	LOC100647197
XM_012316187.2	LOC100647197
XM_003400576.3	LOC100647672
XM_003400566.3	LOC100646360
XM_003400569.3	LOC100646843
XM_003400560.2	LOC100645689
XM_020866601.1	LOC100645689
XM_012316188.1	LOC100645689
XM_020866604.1	LOC105666466
XM_012316218.2	LOC100651540
XM_003400565.3	LOC100646241
XM_020866603.1	LOC105666468
XM_020866602.1	LOC105666468
XM_012316191.2	LOC100646125
XM_003400564.3	LOC100646125
XM_003400575.3	LOC100647551
XM_012316192.2	LOC100647551
XM_003400579.3	LOC100648184
XM_020866493.1	LOC100648184
XM_012316193.2	LOC100648184
XM_020866492.1	LOC100648184
XM_020866414.1	LOC100648298
XM_020866416.1	LOC100648298
XM_020866417.1	LOC100648298
XM_020866418.1	LOC100648298
XM_020866419.1	LOC100648298
XM_020866420.1	LOC100648298
XM_020866415.1	LOC100648298
XM_020866422.1	LOC100648298
XM_020866421.1	LOC100648298
XM_020866424.1	LOC100648298
XM_020866425.1	LOC100648298
XM_020866423.1	LOC100648298
XM_020866426.1	LOC100648298
XM_003400581.3	LOC100648415
XM_012316199.2	LOC100648415
XM_020866427.1	LOC100648415
XM_012316200.2	LOC100648415
XM_012316201.2	LOC105666463
XM_012316202.2	LOC100648534
XM_003400582.3	LOC100648534
XM_020866449.1	LOC100651658
XM_012316203.2	LOC100648881
XM_003400583.3	LOC100648656
XM_012316204.2	LOC100648656
XM_012316205.1	LOC100648656
XM_012316206.1	LOC100648656
XM_020866665.1	LOC100648656
XM_020866666.1	LOC100648656
XR_002308425.1	LOC110119898
XM_003400584.3	LOC100648768
XM_012316207.2	LOC100648768
XM_020866667.1	LOC100648768
XM_012316210.2	LOC100649115
XM_012316209.2	LOC100649233
XM_012316208.2	LOC100649233
XM_003400587.3	LOC100649233
XR_002308372.1	LOC110119857
XM_003400589.2	LOC100649426
XR_002308373.1	LOC110119858
XM_020866593.1	LOC100651895
XM_012316520.2	LOC100646202
XM_012316223.2	LOC100646438
XM_012316222.2	LOC100647396
XM_003400815.3	LOC100647396
XM_003400845.3	LOC100651101
XM_003400856.3	LOC100642347
XM_020866375.1	LOC100646318
XM_020866376.1	LOC100646318
XM_012316229.2	LOC100646318
XM_012316228.2	LOC100646318
XM_012316227.2	LOC100646318
XM_012316226.2	LOC100646318
XM_012316224.2	LOC100646318
XM_012316225.2	LOC100646318
XR_002308338.1	LOC100646318
XM_020866594.1	LOC100646320
XM_012316234.1	LOC100648912
XM_003400667.3	LOC100648912
XM_012316236.2	LOC100648912
XM_012316237.2	LOC100648912
XM_012316235.2	LOC100648912
XR_001099305.2	LOC100648912
XR_002308416.1	LOC110119894
XR_002308417.1	LOC110119895
XM_020866653.1	LOC100646439
XM_020866652.1	LOC100646439
XM_020866651.1	LOC100646439
XM_003400701.3	LOC100642658
XM_020866654.1	LOC100651419
XM_012316240.2	LOC105666469
XM_012316242.2	LOC100646682
XM_003400737.3	LOC100646997
XM_003400720.3	LOC100645025
XM_003400810.3	LOC100646804
XM_003400651.3	LOC100647117
XM_020866608.1	LOC100647117
XM_020866609.1	LOC100647117
XM_020866610.1	LOC100647117
XM_020866605.1	LOC100646926
XM_003400811.3	LOC100646926
XM_020866607.1	LOC100646926
XM_012316243.2	LOC100646926
XM_012316244.2	LOC100646926
XM_020866606.1	LOC100646926
XM_003400702.3	LOC100642776
XM_020866550.1	LOC100647043
XM_020866551.1	LOC100645848
XM_003400674.3	LOC100649670
XM_012316249.2	LOC100643014
XM_020866429.1	LOC100643014
XM_012316251.2	LOC100643014
XM_012316250.2	LOC100643014
XM_012316252.2	LOC100643014
XM_020866430.1	LOC100643014
XM_012316248.2	LOC100649670
XM_003400800.3	LOC100645502
XM_020866627.1	LOC105666495
XM_020866628.1	LOC105666495
XM_012316253.2	LOC100646200
XM_012316256.2	LOC100650376
XM_003400680.3	LOC100650376
XM_012316255.2	LOC100650376
XM_012316257.2	LOC100644309
XR_002308410.1	LOC110119891
XR_002308409.1	LOC110119891
XM_012316264.2	LOC100644780
XM_012316263.1	LOC100643592
XM_003400708.2	LOC100643592
XM_003400734.3	LOC100646681
XM_012316261.2	LOC100642225
XM_012316260.2	LOC100642225
XM_012316258.2	LOC100643059
XR_002308371.1	LOC110119856
XR_002308370.1	LOC105666472
XM_012316265.2	LOC100646437
XM_003400645.3	LOC100646437
XM_003400713.3	LOC100644191
XM_003400683.3	LOC100650742
XM_012316266.2	LOC100650742
XM_003400695.2	LOC100652137
XM_012316268.2	LOC100645219
XM_003400722.3	LOC100645219
XM_003400813.3	LOC100647161
XR_001099308.2	LOC105666473
XM_003400739.3	LOC100647237
XM_012316270.2	LOC100649972
XM_003400835.3	LOC100649972
XM_012316275.2	LOC100646925
XM_003400649.2	LOC100646925
XM_012316274.2	LOC100649116
XM_012316272.2	LOC100649116
XM_020866514.1	LOC100649116
XM_012316276.2	LOC100642346
XM_020866515.1	LOC100642346
XM_003400698.3	LOC100642346
XM_003400716.3	LOC100644534
XM_003400676.3	LOC100649897
XM_003400715.3	LOC100644417
XM_020866517.1	LOC100647314
XM_003400814.2	LOC100647277
XM_003400844.3	LOC100650981
XM_003400681.3	LOC100650500
XM_012316277.2	LOC100651345
XM_020866518.1	LOC100651345
XM_012316278.2	LOC100651345
XM_020866519.1	LOC100651345
XM_012316281.2	LOC100651345
XM_012316280.2	LOC100651345
XM_012316282.2	LOC100651345
XM_012316283.2	LOC100643954
XM_003400711.2	LOC100643954
XM_003400851.3	LOC100651934
XM_012316284.2	LOC100631077
XM_012316285.2	LOC100648340
XM_012316286.2	LOC100648340
XM_003400821.3	LOC100648340
XM_003400710.3	LOC100643827
XM_003400690.3	LOC100651541
XM_012316295.2	LOC100651541
XM_012316290.2	LOC105666474
XM_020866556.1	LOC100646201
XM_020866557.1	LOC100646201
XM_020866558.1	LOC100646201
XM_020866559.1	LOC100647118
XM_012316287.2	LOC100647118
XM_020866560.1	LOC100652138
XM_012316304.2	LOC100652138
XM_012316299.2	LOC100652138
XM_012316298.2	LOC100652138
XM_012316301.2	LOC100652138
XM_012316305.2	LOC100652138
XM_012316300.2	LOC100652138
XM_012316302.2	LOC100652138
XM_012316303.2	LOC100652138
XM_012316306.2	LOC100652138
XM_020866561.1	LOC100652138
XR_002308397.1	LOC110119874
XM_020866562.1	LOC100652138
XM_003400666.2	LOC100648800
XM_003400703.3	LOC100642900
XM_003400661.3	LOC100648225
XM_012316296.2	LOC100648225
XM_012316297.2	LOC100648225
XM_012316308.2	LOC100645891
XM_012316310.2	LOC100648112
XM_003400647.3	LOC100646680
XM_012316311.2	LOC100646008
XM_020866660.1	LOC100651659
XM_003400732.2	LOC100646319
XM_012316313.2	LOC100646319
XM_012316314.2	LOC100646561
XM_012316315.2	LOC100646561
XM_020866540.1	LOC100646561
XM_003400816.2	LOC100647517
XM_020866544.1	LOC100647517
XR_002308391.1	LOC100647638
XM_003400671.3	LOC100649353
XM_012316329.2	LOC100648456
XM_012316330.2	LOC100648456
XR_001099311.2	LOC100642226
XM_012316321.2	LOC100642226
XM_020866542.1	LOC100642226
XM_012316322.2	LOC100642226
XM_012316323.2	LOC100642226
XM_003400855.3	LOC100642226
XM_020866543.1	LOC100642226
XM_012316324.2	LOC100642226
XM_003400648.3	LOC100646802
XM_012316320.2	LOC100646802
XM_020866541.1	LOC100642467
XM_003400857.3	LOC100642467
XM_020866547.1	LOC100646560
XM_012316331.2	LOC100646560
XM_020866546.1	LOC100646560
XM_012316335.2	LOC100643422
XM_012316333.2	LOC100643422
XM_020866545.1	LOC100643422
XM_012316332.2	LOC100643422
XM_012316336.2	LOC100643422
XM_003400786.3	LOC100643422
XM_012316334.2	LOC100643422
XM_003400696.3	LOC100652254
XM_003400679.3	LOC100650254
XR_002308394.1	LOC100647751
XR_002308393.1	LOC100647751
XR_001099312.2	LOC100647751
XM_012316343.2	LOC100650341
XM_003400839.3	LOC100650341
XM_012316342.2	LOC100650341
XM_003400670.3	LOC100649234
XM_012316341.1	LOC100649234
XM_012316339.1	LOC100649234
XM_012316340.2	LOC100649234
XM_012316338.2	LOC100649234
XM_003400854.3	LOC100652256
XM_012316349.1	LOC100649473
XM_012316347.2	LOC100650219
XM_003400837.3	LOC100650219
XM_020866548.1	LOC100650219
XM_012316345.2	LOC100649783
XM_003400675.3	LOC100649783
XM_012316351.2	LOC100651582
XM_012316350.2	LOC100645962
XM_003400860.3	LOC100642940
XR_002308426.1	LOC110119901
XM_020866710.1	LOC100642940
XM_003400677.3	LOC100650012
XM_012316356.2	LOC100648339
XM_012316352.2	LOC100648339
XM_020866709.1	LOC100648339
XM_012316353.2	LOC100648339
XM_012316354.2	LOC100648339
XM_003400723.3	LOC100631090
XM_003400724.3	LOC100631090
XM_003400719.2	LOC100644906
XM_012316361.2	LOC100650786
XM_020866336.1	LOC100650786
XM_012316358.2	LOC100650786
XM_012316357.2	LOC100650786
XM_020866337.1	LOC100650786
XM_012316360.2	LOC100650786
XM_003400842.3	LOC100650786
XM_012316366.2	LOC100649150
XM_012316362.2	LOC100649150
XM_012316364.2	LOC100649150
XM_012316365.2	LOC100649150
XM_020866620.1	LOC100649150
XR_002308404.1	LOC110119887
XR_002308405.1	LOC105666475
XM_020866621.1	LOC105666476
XM_012316367.2	LOC105666476
XM_012316374.1	LOC100651896
XM_012316370.1	LOC100651896
XM_012316372.1	LOC100651896
XM_012316371.1	LOC100651896
XM_012316373.2	LOC100651896
XR_002308403.1	LOC100647477
XR_001099315.1	LOC100647477
XM_003400740.3	LOC100647355
XM_012316369.2	LOC100651223
XM_003400846.3	LOC100651223
XM_020866622.1	LOC100652016
XM_003400694.3	LOC100652016
XR_002308406.1	LOC110119888
XM_003400665.3	LOC100648691
XM_012316378.2	LOC100648691
XM_020866623.1	LOC100648691
XR_002308407.1	LOC110119889
XM_003400664.3	LOC100648572
XM_012316380.2	LOC100650618
XM_012316381.2	LOC100650618
XM_020866595.1	LOC110119884
XM_012316382.2	LOC100647552
XM_012316383.1	LOC100647552
XM_012316384.1	LOC100647552
XM_003400850.3	LOC100651817
XM_012316385.2	LOC100651817
XM_003400735.3	LOC100646803
XM_012316388.2	LOC100646803
XM_003400736.3	LOC100646803
XM_012316389.2	LOC100646803
XM_012316387.2	LOC100646803
XM_020866381.1	LOC100646803
XM_020866378.1	LOC100646803
XM_020866379.1	LOC100646803
XM_020866382.1	LOC100646803
XM_020866377.1	LOC100646803
XM_012316386.2	LOC100646803
XM_020866383.1	LOC100646803
XM_020866380.1	LOC100646803
XM_020866471.1	LOC100642819
XM_003400712.2	LOC100644078
XM_003400692.3	LOC100651775
XM_012316393.2	LOC100647874
XM_012316392.2	LOC105666477
XM_020866696.1	LOC105666477
XM_012316400.2	LOC100651699
XM_012316399.2	LOC100651699
XM_012316401.2	LOC100651699
XM_003400849.3	LOC100651699
XM_012316396.1	LOC100642705
XM_012316394.2	LOC100642705
XM_012316397.2	LOC100642705
XM_003400684.3	LOC100650860
XM_020866682.1	LOC100647788
XM_020866679.1	LOC100647788
XM_020866676.1	LOC100647788
XM_020866680.1	LOC100647788
XM_020866677.1	LOC100647788
XM_020866678.1	LOC100647788
XM_020866684.1	LOC100647788
XM_020866683.1	LOC100647788
XM_020866681.1	LOC100647788
XM_012316404.2	LOC105666478
XM_012316405.2	LOC105666478
XM_020866686.1	LOC105666478
XM_012316403.2	LOC100647993
XM_012316525.1	LOC100647994
XM_020866671.1	LOC100650979
XM_020866675.1	LOC100650979
XM_020866674.1	LOC100650979
XM_020866673.1	LOC100650979
XM_003400685.3	LOC100650979
XM_020866670.1	LOC100650979
XM_020866690.1	LOC100646077
XM_020866687.1	LOC100646077
XM_020866688.1	LOC100646077
XM_003400730.3	LOC100646077
XM_020866689.1	LOC100646077
XM_020866472.1	LOC100650540
XM_003400840.3	LOC100650540
XM_012316407.2	LOC100650540
XM_020866535.1	LOC100647437
XM_012316408.2	LOC100652055
XM_003400678.3	LOC100650129
XM_003400687.3	LOC100651175
XM_012316415.2	LOC100651175
XM_020866536.1	LOC100647673
XM_012316414.1	LOC100647673
XM_012316413.2	LOC100647673
XM_012316411.2	LOC100643177
XM_012316416.2	LOC100651298
XM_012316417.1	LOC100651298
XM_020866537.1	LOC100651298
XM_003400848.3	LOC100651464
XM_012316418.1	LOC100643136
XM_012316419.2	LOC105666481
XM_020866538.1	LOC100648113
XM_003400709.3	LOC100643712
XM_020866392.1	LOC100648226
XM_012316422.2	LOC100648226
XM_020866393.1	LOC100648226
XM_020866394.1	LOC100648226
XM_020866395.1	LOC100648226
XM_003400717.3	LOC100644657
XM_003400646.3	LOC100646559
XR_001099320.2	LOC105666483
XM_003400707.3	LOC100643421
XM_012316424.2	LOC100643298
XR_001099319.2	LOC100643298
XM_012316423.2	LOC105666482
XM_012316425.2	LOC105666484
XM_012316428.2	LOC100648458
XM_012316426.2	LOC100648458
XM_003400858.3	LOC100642585
XM_012316429.2	LOC100650662
XR_002308401.1	LOC110119877
XM_003400823.3	LOC100648574
XM_020866572.1	LOC105666485
XM_003400749.3	LOC100649001
XR_002308400.1	LOC110119876
XM_012316432.2	LOC100649235
XM_003400750.3	LOC100649117
XM_020866451.1	LOC100649354
XM_012316434.2	LOC100649354
XM_003400753.3	LOC100649474
XM_012316436.2	LOC100649598
XM_012316437.2	LOC100649598
XM_012316435.2	LOC100649712
XM_020866450.1	LOC100649828
XM_003400757.3	LOC100649946
XR_002308358.1	LOC110119848
XM_012316446.2	LOC100648801
XM_012316444.2	LOC100648801
XR_002308360.1	LOC110119849
XR_002308359.1	LOC110119849
XM_020866453.1	LOC100648801
XM_012316443.2	LOC100648801
XM_020866452.1	LOC100648801
XR_001099323.2	LOC100650175
XR_001099324.2	LOC100650175
XR_001099322.2	LOC100650175
XR_002308357.1	LOC100650175
XM_012316442.2	LOC100648801
XM_020866454.1	LOC100648801
XM_012316445.2	LOC100648801
XM_012316447.2	LOC100648801
XM_012316439.2	LOC100648801
XM_003400825.3	LOC100648801
XM_012316441.2	LOC100648801
XR_001099321.1	LOC105666486
XM_012316450.2	LOC100650056
XM_012316448.2	LOC100650056
XM_003400758.3	LOC100650056
XM_012316449.2	LOC100650056
XM_003400760.3	LOC100650377
XM_003400759.3	LOC100650255
XM_012316452.2	LOC100648913
XR_002308330.1	LOC110119832
XR_001099326.2	LOC105666487
XR_002308385.1	LOC105666487
XR_002308384.1	LOC105666487
XR_002308383.1	LOC105666487
XR_002308387.1	LOC110119864
XR_002308386.1	LOC105666488
XR_001099327.2	LOC105666488
XR_002308369.1	LOC110119855
XR_002308344.1	LOC105666489
XR_001099328.2	LOC105666489
XM_012316453.2	LOC100650501
XM_003400762.3	LOC100650619
XM_012316456.2	LOC100650743
XM_012316455.2	LOC100650743
XM_012316454.2	LOC100650743
XM_012316462.2	LOC100650743
XM_012316461.2	LOC100650743
XM_003400763.3	LOC100650743
XM_012316459.2	LOC100650743
XM_012316458.2	LOC100650743
XM_012316457.2	LOC100650743
XM_020866388.1	LOC100650743
XM_012316460.2	LOC100650743
XM_012316463.2	LOC100650743
XM_020866387.1	LOC100650743
XM_003400764.3	LOC100650861
XM_003400765.3	LOC100650980
XM_012316464.2	LOC100651100
XM_003400766.3	LOC100651100
18327	TRNAI-UAU	
XM_003400767.3	LOC100651222
XM_012316476.2	LOC100651463
XM_003400769.3	LOC100651463
XR_001099329.2	LOC105666490
XM_012316472.2	LOC100651344
XM_012316474.2	LOC100649032
XM_020866578.1	LOC110119878
XM_012316465.2	LOC100651344
XM_012316466.2	LOC100651344
XM_012316468.2	LOC100651344
XM_012316467.2	LOC100651344
XM_020866619.1	LOC100651776
XM_003400770.3	LOC100651776
XM_020866616.1	LOC100651897
XM_012316481.2	LOC100651897
XM_012316478.2	LOC100651897
XM_020866615.1	LOC100651897
XM_012316480.2	LOC100651897
XM_020866612.1	LOC100651897
XM_020866614.1	LOC100651897
XM_020866613.1	LOC100651897
XM_012316477.2	LOC100651897
XM_020866611.1	LOC100651897
XM_020866617.1	LOC100651897
XM_012316483.2	LOC100651897
XM_020866618.1	LOC100651897
XM_012316482.2	LOC100651897
XM_020866503.1	LOC100652017
XM_020866502.1	LOC100652017
XM_003400774.3	LOC100652255
XM_003400776.3	LOC100642301
XM_020866478.1	LOC100642419
XM_020866473.1	LOC100642419
XM_020866474.1	LOC100642419
XM_020866477.1	LOC100642419
XM_020866476.1	LOC100642419
XM_020866475.1	LOC100642419
XM_003400778.3	LOC100642537
XR_002308389.1	LOC100649272
XM_012316486.1	LOC100649272
XM_020866512.1	LOC100649272
XR_002308390.1	LOC110119176
XR_002308411.1	LOC110119892
XM_003400779.3	LOC100642659
XM_003400780.3	LOC100642659
XM_012316487.2	LOC100642659
XM_020866629.1	LOC100642659
XM_003400782.3	LOC100642939
XM_012316488.1	LOC100643058
XM_003400783.3	LOC100643058
XM_012316489.2	LOC100643058
XM_003400785.3	LOC100643299
XM_012316490.2	LOC100643299
XM_003400784.3	LOC100643176
XM_012316492.2	LOC100643176
XM_012316493.2	LOC100643176
XM_012316495.2	LOC100643743
XR_002308343.1	LOC100643743
XM_012316496.2	LOC100649391
XR_002308342.1	LOC100643626
XR_001099330.2	LOC100643626
XR_002308341.1	LOC100643626
XR_002308340.1	LOC100643626
XR_002308339.1	LOC100643626
XM_003400788.3	LOC100643626
XM_020866384.1	LOC100643626
XM_003400790.3	LOC100643861
XM_003400791.3	LOC100643985
XM_012316498.2	LOC100644103
XM_012316501.2	LOC100644103
XM_012316499.2	LOC100644103
XM_020866398.1	LOC100644103
XM_020866399.1	LOC100644103
XM_012316497.2	LOC100644224
XM_020866400.1	LOC100644224
XM_020866596.1	LOC100649513
XM_003400832.3	LOC100649637
XM_012316502.2	LOC100644459
XM_020866597.1	LOC110119885
XM_012316504.2	LOC100644578
XM_012316503.2	LOC100644578
XM_012316506.2	LOC100644578
XM_012316507.2	LOC100644578
XM_012316505.2	LOC100644578
XR_132264.3	LOC100644696
XR_002308412.1	LOC110119893
XR_001099331.2	LOC105666491
XM_012316508.2	LOC100644781
XR_002308351.1	LOC110119845
XM_003400796.3	LOC100644907
XM_003400797.3	LOC100645026
XM_020866332.1	LOC100645139
XM_003400798.3	LOC100645262
XM_020866333.1	LOC100645262
XM_020866486.1	LOC110119175
XM_003400799.3	LOC100645387
XM_020866487.1	LOC110119859
XM_003400802.3	LOC100645730
XM_003400801.3	LOC100645608
XM_012316514.2	LOC100645387
XM_012316517.2	LOC100645387
XM_012316515.2	LOC100645387
XM_012316516.2	LOC100645387
XM_012316512.2	LOC105666492
XM_012316513.2	LOC105666492
XM_020866598.1	LOC100649746
XM_020866488.1	LOC110119860
XM_003400803.3	LOC100645849
XM_003400834.3	LOC100649857
XR_002308376.1	LOC110119861
XM_003400805.3	LOC100646078
XR_001099334.2	LOC105666494
XM_012316530.1	LOC105666497
XM_012316531.1	LOC105666498
XM_012316596.1	LOC105666506
XM_012316597.1	LOC105666507
XM_012316598.1	LOC105666508
XM_012316599.1	LOC105666509
XM_003400903.2	LOC100647944
XR_001099337.1	LOC105666500
XM_003400887.3	LOC100646038
18449	TRNAT-UGU	
XM_003400870.3	LOC100643955
XR_001099336.1	LOC105666499
XR_002308329.1	LOC105666499
XM_012316532.2	LOC100643955
XM_003400885.3	LOC100645810
XM_003400882.3	LOC100645466
XM_020866504.1	LOC100645466
XM_003400886.3	LOC100645925
XM_020866385.1	LOC100649671
XM_020866386.1	LOC100646156
XM_003400883.3	LOC100645575
XM_012316533.2	LOC100645220
XM_003400880.3	LOC100645220
XM_003400896.3	LOC100647119
XM_020866435.1	LOC100648299
XM_012316535.2	LOC100644269
XM_012316534.2	LOC100644269
XR_001099338.2	LOC100644269
XM_012316536.2	LOC100645691
XM_003400884.3	LOC100645691
XM_012316537.2	LOC100645691
XR_002308355.1	LOC105666501
XR_002308356.1	LOC105666501
XR_002308354.1	LOC105666501
XR_001099340.2	LOC105666501
XM_012316539.2	LOC100646270
XM_003400889.3	LOC100646270
XM_012316540.2	LOC100646270
XM_020866334.1	LOC100646270
XR_002308331.1	LOC105666502
XM_012316538.2	LOC100646390
XM_020866714.1	LOC100646517
XM_012316543.2	LOC100646878
XM_020866713.1	LOC100646878
XM_012316542.2	LOC100646517
XM_003400893.3	LOC100646755
XM_020866712.1	LOC100646998
XM_003400892.3	LOC100646635
XM_020866711.1	LOC100646998
XM_003400895.3	LOC100646998
XM_012316547.2	LOC100646998
XM_003400874.3	LOC100644500
XM_012316546.2	LOC100647238
XM_012316545.2	LOC100644621
XM_020866715.1	LOC100647356
XM_003400898.3	LOC100647356
XM_003400876.3	LOC100644739
XM_003400899.3	LOC100647478
XM_012316549.2	LOC100647822
XM_012316548.2	LOC100647822
XM_012316550.2	LOC100647594
XM_012316552.2	LOC100647707
XM_012316551.2	LOC100647707
XM_003400904.3	LOC100648072
XM_012316602.2	LOC105666510
XM_012316554.2	LOC105665609
XM_020866646.1	LOC105665609
XM_020866647.1	LOC105665609
XM_020866648.1	LOC105665609
XR_002308413.1	LOC100648185
XM_012316557.2	LOC100648185
XM_020866649.1	LOC100648185
XR_001099344.2	LOC100648185
XR_001099342.2	LOC100648185
XM_012316555.2	LOC100648185
XM_012316558.2	LOC100648185
XM_012316556.2	LOC100648185
XR_002308414.1	LOC100648185
XR_002308415.1	LOC100648185
XM_020866650.1	LOC100648185
XR_001099345.2	LOC100648185
XM_012316559.2	LOC100648185
XM_012316564.2	LOC100648185
XM_012316561.2	LOC100648185
XM_012316562.2	LOC100648185
XM_012316563.2	LOC100648185
XM_003400907.3	LOC100648416
XM_012316565.2	LOC100648416
XM_020866521.1	LOC100648535
XM_020866522.1	LOC110119870
XM_003400908.3	LOC100631065
XM_012316567.1	LOC100644863
XM_012316569.2	LOC100644863
XM_012316570.2	LOC100644863
XM_012316568.2	LOC100644863
XM_003400910.3	LOC100648914
XM_003400912.3	LOC100649151
XM_012316571.2	LOC100649033
XM_020866524.1	LOC100649033
XM_020866523.1	LOC100649033
XM_020866526.1	LOC100649033
XM_012316572.2	LOC100649033
XM_020866528.1	LOC100649033
XM_020866525.1	LOC100649033
XM_020866527.1	LOC100649033
XM_020866529.1	LOC100649033
XM_020866530.1	LOC100649033
XM_020866532.1	LOC100649033
XM_020866533.1	LOC100649033
XM_020866531.1	LOC100649033
XM_012316576.1	LOC100649033
XM_003400915.3	LOC100649475
XM_012316578.2	LOC100649273
XM_003400913.3	LOC100649273
XM_003400917.3	LOC100649784
XM_012316582.2	LOC100644980
XM_012316581.2	LOC100644980
XM_020866694.1	LOC100644980
XM_012316579.2	LOC100649898
XM_020866695.1	LOC110119900
XM_012316583.2	LOC100645100
XM_003400879.3	LOC100645100
XM_003400920.3	LOC100650013
XM_003400919.3	LOC100650013
XM_020866599.1	LOC105666504
XM_012316585.2	LOC100645347
XM_012316586.2	LOC100645347
XM_003400921.3	LOC100650220
XM_012316589.2	LOC100650220
